q_V165,time,blood.V165,blood.Mecm,blood.Mebm,blood.Mpbm,blood.R1,blood.R2,blood.N1,blood.N2,blood.Mecm_V165,blood.Mebm_V165,blood.Mpbm_V165,blood.R1_V165,blood.R2_V165,blood.N1_V165,blood.N2_V165,blood.R2_V165_N1,blood.R2_V165_N2,blood.R1_N1,blood.R1_N2,blood.Mebm_V165_R1,blood.Mebm_V165_R2,main.V165,main.Mecm,main.Mebm,main.Mpbm,main.R1,main.R2,main.N1,main.N2,main.Mecm_V165,main.Mebm_V165,main.Mpbm_V165,main.R1_V165,main.R2_V165,main.N1_V165,main.N2_V165,main.R2_V165_N1,main.R2_V165_N2,main.R1_N1,main.R1_N2,main.Mebm_V165_R1,main.Mebm_V165_R2,primary.V165,primary.Mecm,primary.Mebm,primary.Mpbm,primary.R1,primary.R2,primary.N1,primary.N2,primary.Mecm_V165,primary.Mebm_V165,primary.Mpbm_V165,primary.R1_V165,primary.R2_V165,primary.N1_V165,primary.N2_V165,primary.R2_V165_N1,primary.R2_V165_N2,primary.R1_N1,primary.R1_N2,primary.Mebm_V165_R1,primary.Mebm_V165_R2
0.027,3300,1.29084415538239e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5222003720951e-17,2.14992523476626e-11,1.99992952952e-12,1.99993045094527e-11,9.45099420716356e-16,4.65612295729402e-15,3.13165208215009e-13,3.13606405003061e-13,7.47652338263259e-16,6.53882417219536e-17,6.95490547221641e-16,2.39233286790678e-18,6.2909687087344e-19,2.17573868183741e-16,6.98968880804087e-17,4.43151921102065e-17,1.59503629223531e-17,3.21766503365131e-14,3.22219426115125e-14,2.26958149315916e-18,2.81265667815459e-18,1.70490971693349e-16,2.14998988813697e-11,1.99999058021894e-12,1.99999059361579e-11,1.34868322512988e-15,5.29348073653359e-15,3.13982842007992e-13,3.14041913396929e-13,1.01118637711639e-16,9.33924647234186e-18,9.40638490340827e-17,3.78262867725885e-19,1.07367078650452e-19,3.40077533333069e-17,1.09085420840713e-17,5.46372447227441e-18,1.95625605832518e-18,3.20065437321859e-14,3.20125632626508e-14,3.91004327122181e-20,4.14347005127531e-20
0.027,3360,1.29460966908508e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52304230111061e-17,2.14992522328606e-11,1.99992951869903e-12,1.99993044026607e-11,9.45095174541986e-16,4.65577917967957e-15,3.1317331729549e-13,3.13614756742232e-13,7.47767138821513e-16,6.53984017807092e-17,6.95597338438608e-16,2.39267786752056e-18,6.2914509286913e-19,2.17627398946395e-16,6.99141391424026e-17,4.43230742556335e-17,1.59530932798179e-17,3.21775194951988e-14,3.22228409842393e-14,2.269976231993e-18,2.81292296026027e-18,1.70490759144945e-16,2.14998988815508e-11,1.99999058023587e-12,1.99999059363263e-11,1.34867655027895e-15,5.29359662856722e-15,3.1399132325092e-13,3.14050407883318e-13,1.01118456632841e-16,9.33922886523421e-18,9.40636805886896e-17,3.78260273094563e-19,1.07367612047158e-19,3.40083890954519e-17,1.09087468848091e-17,5.46396221305706e-18,1.9563395438539e-18,3.20074335328275e-14,3.20134546760763e-14,3.91000782773935e-20,4.14357398655234e-20
0.027,3420,1.29813568268229e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52380906752614e-17,2.1499252128471e-11,1.9999295088592e-12,1.99993043055546e-11,9.45091563732782e-16,4.65546857943466e-15,3.13180241323767e-13,3.13621896950501e-13,7.47871527962732e-16,6.54076398528591e-17,6.95694444616488e-16,2.3929923772186e-18,6.29189580833789e-19,2.17675595031365e-16,6.99296705695461e-17,4.43301556116774e-17,1.59555472666742e-17,3.21782623388952e-14,3.22236098465203e-14,2.2703354449436e-18,2.81316568968982e-18,1.70490583648202e-16,2.14998988817015e-11,1.99999058024996e-12,1.99999059364665e-11,1.34867084086842e-15,5.29369530920327e-15,3.13998579161318e-13,3.14057675327552e-13,1.01118305964675e-16,9.3392141984263e-18,9.40635404322563e-17,3.78258068378008e-19,1.07368065258882e-19,3.40089369191965e-17,1.09089233599114e-17,5.46416573829345e-18,1.95641100486768e-18,3.20081948029695e-14,3.20142173521097e-14,3.90997769168676e-20,4.14366262889671e-20
0.027,3480,1.30143716561046e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52450785203412e-17,2.14992520334767e-11,1.99992949990431e-12,1.99993042171885e-11,9.45088494248744e-16,4.65518801414228e-15,3.13186152816427e-13,3.13628001131312e-13,7.47966522451289e-16,6.54160457989675e-17,6.957828115826e-16,2.39327926980541e-18,6.29230656348186e-19,2.17719023185396e-16,6.99436650862131e-17,4.43365258218383e-17,1.59577557948378e-17,3.21788971861949e-14,3.22242678766877e-14,2.27066256104376e-18,2.81338736276252e-18,1.70490439430581e-16,2.14998988818264e-11,1.99999058026163e-12,1.99999059365827e-11,1.34866595722415e-15,5.29377933234647e-15,3.14004786769476e-13,3.14063892977711e-13,1.0111818103156e-16,9.33920202046532e-18,9.40634242154053e-17,3.78256196205874e-19,1.0736845065639e-19,3.40094090641703e-17,1.09090754578091e-17,5.46433999134863e-18,1.95647218005381e-18,3.20088461086621e-14,3.20148698829447e-14,3.90995208310512e-20,4.14373824271471e-20
0.027,3540,1.30452818176479e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52514508542821e-17,2.14992519469701e-11,1.99992949174919e-12,1.99993041367178e-11,9.45085885894606e-16,4.65493461332961e-15,3.13191199227035e-13,3.13633219383407e-13,7.48053030054784e-16,6.54236999056796e-17,6.95863283771916e-16,2.39354112283897e-18,6.29268605731691e-19,2.17758186408925e-16,6.99562848636086e-17,4.43422635104858e-17,1.59597459653983e-17,3.21794397020991e-14,3.22248310586352e-14,2.27096064726946e-18,2.81359014381752e-18,1.70490321581901e-16,2.14998988819296e-11,1.99999058027127e-12,1.99999059366787e-11,1.34866177988858e-15,5.29385087320738e-15,3.14010097529193e-13,3.14069212478133e-13,1.01118077852619e-16,9.33919194698448e-18,9.40633282349948e-17,3.78254607575086e-19,1.07368778686434e-19,3.40098160744478e-17,1.09092065744899e-17,5.46448920005734e-18,1.95652455622379e-18,3.20094033341119e-14,3.20154281756947e-14,3.90993033576922e-20,4.14380275630935e-20
0.027,3600,1.30742194047505e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52572653505289e-17,2.14992518681392e-11,1.99992948431742e-12,1.99993040633844e-11,9.45083670285949e-16,4.65470576128388e-15,3.13195506583369e-13,3.13637680076838e-13,7.48131862436421e-16,6.54306740061276e-17,6.95936616219944e-16,2.39378025216157e-18,6.29303685191553e-19,2.1779353143823e-16,6.99676739318258e-17,4.43474377430796e-17,1.59615415767358e-17,3.21799032821795e-14,3.22253130705466e-14,2.27123245066565e-18,2.81377591755713e-18,1.7049022592774e-16,2.14998988820144e-11,1.99999058027921e-12,1.99999059367576e-11,1.34865820669201e-15,5.29391178442092e-15,3.14014641012952e-13,3.14073763567909e-13,1.01117993039941e-16,9.33918365087126e-18,9.40632493394803e-17,3.78253260633526e-19,1.07369058171352e-19,3.40101670191753e-17,1.09093196309727e-17,5.46461698040232e-18,1.9565694048395e-18,3.20098800690728e-14,3.20159058401733e-14,3.90991188064864e-20,4.14385781180803e-20
0.027,3660,1.31013084514291e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5262573803382e-17,2.14992517962536e-11,1.99992947754054e-12,1.99993039965144e-11,9.45081789114121e-16,4.65449907944484e-15,3.13199182597094e-13,3.13641492997165e-13,7.48203746385525e-16,6.54370324579125e-17,6.9600348500979e-16,2.39399874124366e-18,6.29336125079549e-19,2.1782545532756e-16,6.99779603018557e-17,4.43521092826704e-17,1.59631635611684e-17,3.21802993811417e-14,3.22257256175397e-14,2.27148043512415e-18,2.81394633246728e-18,1.70490148921279e-16,2.14998988820837e-11,1.99999058028569e-12,1.99999059368221e-11,1.3486551502489e-15,5.29396364385327e-15,3.14018528073217e-13,3.14077657245125e-13,1.01117923711647e-16,9.33917685386761e-18,9.40631848480433e-17,3.78252119640452e-19,1.07369296562041e-19,3.40104696993548e-17,1.09094171398869e-17,5.46472642515682e-18,1.95660781323779e-18,3.20102879402775e-14,3.20163145206688e-14,3.90989623177367e-20,4.14390480767157e-20
0.027,3720,1.31266653956468e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5267422788975e-17,2.14992517306652e-11,1.99992947135711e-12,1.99993039355023e-11,9.45080192665982e-16,4.65431240883901e-15,3.13202319322362e-13,3.13644752034759e-13,7.4826933361446e-16,6.54428329979219e-17,6.96064496385537e-16,2.39419846690359e-18,6.29366133418591e-19,2.17854311240091e-16,6.99872578326152e-17,4.43563316719813e-17,1.59646303605028e-17,3.21806377938347e-14,3.22260787163172e-14,2.27170681353863e-18,2.81410283686455e-18,1.70490087550909e-16,2.149989888214e-11,1.99999058029096e-12,1.99999059368744e-11,1.3486525358172e-15,5.29400779532769e-15,3.14021853547015e-13,3.14080988474028e-13,1.01117867417605e-16,9.33917131939386e-18,9.40631324814934e-17,3.78251154077925e-19,1.07369500151561e-19,3.40107308255687e-17,1.09095012626974e-17,5.46482017967424e-18,1.95664071132408e-18,3.20106368949928e-14,3.20166641798076e-14,3.90988297415573e-20,4.14394493488752e-20
0.027,3780,1.31503995197964e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52718542445927e-17,2.14992516707888e-11,1.99992946571204e-12,1.99993038798036e-11,9.45078838560954e-16,4.65414379289545e-15,3.1320499542876e-13,3.13647537485053e-13,7.48329209317462e-16,6.54481274905405e-17,6.96120194713909e-16,2.39438112188807e-18,6.29393898832603e-19,2.17880413543659e-16,6.99956678738921e-17,4.43601521660965e-17,1.59659582493337e-17,3.21809268955907e-14,3.22263809387479e-14,2.2719135759592e-18,2.81424670885213e-18,1.70490039261322e-16,2.14998988821855e-11,1.9999905802952e-12,1.99999059369167e-11,1.34865029946807e-15,5.29404538331731e-15,3.14024698569777e-13,3.1408383850114e-13,1.01117822075978e-16,9.33916684641916e-18,9.40630903032356e-17,3.78250337891286e-19,1.0736967425549e-19,3.40109561707459e-17,1.0909573858894e-17,5.4649005066904e-18,1.95666889439303e-18,3.20109354436181e-14,3.20169633414179e-14,3.90987175346331e-20,4.14397920778582e-20
0.027,3840,1.3172613368969e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52759059771763e-17,2.14992516160983e-11,1.99992946055573e-12,1.99993038289289e-11,9.45077690673497e-16,4.65399146088421e-15,3.13207278144531e-13,3.13649918015968e-13,7.48383899659047e-16,6.54529625834672e-17,6.96171069450276e-16,2.39454823472797e-18,6.29419592988421e-19,2.17904042295618e-16,7.00032807123886e-17,4.4363612537133e-17,1.59671616136357e-17,3.21811738477777e-14,3.22266396203067e-14,2.27210251428138e-18,2.81437908124543e-18,1.70490001886119e-16,2.14998988822216e-11,1.99999058029858e-12,1.99999059369503e-11,1.34864838652074e-15,5.29407738249845e-15,3.14027132554867e-13,3.14086276836802e-13,1.01117785919006e-16,9.33916326422611e-18,9.40630566688431e-17,3.78249648839918e-19,1.07369823364219e-19,3.40111507014862e-17,1.09096365282786e-17,5.4649693417331e-18,1.95669304263865e-18,3.20111908672382e-14,3.20172192983208e-14,3.9098622671977e-20,4.14400849027633e-20
0.027,3900,1.31934031476254e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52796121104016e-17,2.14992515661198e-11,1.99992945584355e-12,1.99993037824375e-11,9.45076718213686e-16,4.65385381214139e-15,3.13209224917883e-13,3.13651952350718e-13,7.48433878336022e-16,6.54573802833806e-17,6.96217561242818e-16,2.3947011872272e-18,6.29443372638818e-19,2.17925447191069e-16,7.00101768447768e-17,4.43667497691464e-17,1.59682531910776e-17,3.21813847735993e-14,3.222686103844e-14,2.2722752439291e-18,2.81450096234384e-18,1.70489973590266e-16,2.14998988822502e-11,1.99999058030125e-12,1.99999059369767e-11,1.34864675020411e-15,5.29410462292535e-15,3.14029214887143e-13,3.14088362950486e-13,1.01117757446708e-16,9.33916042793983e-18,9.40630301829843e-17,3.78249067942276e-19,1.07369951271529e-19,3.40113186909616e-17,1.0909690647321e-17,5.46502834050123e-18,1.95671373783453e-18,3.20114093951959e-14,3.20174382901124e-14,3.9098542571508e-20,4.14403351818828e-20
0.027,3960,1.32128590953687e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52830034783827e-17,2.14992515204262e-11,1.99992945153527e-12,1.99993037399322e-11,9.45075894942765e-16,4.65372940118502e-15,3.13210884837266e-13,3.13653690707125e-13,7.48479572336659e-16,6.54614184619935e-17,6.96260067289928e-16,2.3948412298924e-18,6.2946538133934e-19,2.17944851039716e-16,7.00164280987965e-17,4.43695966588737e-17,1.5969244278547e-17,3.21815649084501e-14,3.22270505651991e-14,2.27243322292729e-18,2.81461325327238e-18,1.70489952820955e-16,2.1499898882272e-11,1.99999058030332e-12,1.99999059369974e-11,1.3486453505123e-15,5.29412781147443e-15,3.14030996371819e-13,3.14090147721206e-13,1.01117735387336e-16,9.33915821471014e-18,9.40630096626381e-17,3.78248579001495e-19,1.07370061183155e-19,3.40114638159843e-17,1.09097374004163e-17,5.4650789193783e-18,1.95673147759505e-18,3.20115963570156e-14,3.20176256552698e-14,3.90984750295835e-20,4.14405491829078e-20
0.027,4020,1.32310658425576e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52861079729277e-17,2.14992514786323e-11,1.99992944759456e-12,1.99993037010544e-11,9.45075198503769e-16,4.65361692378005e-15,3.13212299845592e-13,3.13655176028689e-13,7.48521367003295e-16,6.54651113015749e-17,6.96298946049601e-16,2.39496949556841e-18,6.29485750898211e-19,2.17962452828689e-16,7.00220986208729e-17,4.43721823356431e-17,1.59701449115679e-17,3.21817187285037e-14,3.22272127978511e-14,2.27257776870459e-18,2.81471676249113e-18,1.70489938265668e-16,2.14998988822889e-11,1.99999058030488e-12,1.99999059370131e-11,1.34864415322574e-15,5.29414755011101e-15,3.1403252047401e-13,3.14091674678429e-13,1.01117718663608e-16,9.33915652045188e-18,9.40629941056814e-17,3.78248168199884e-19,1.07370155808439e-19,3.40115892404672e-17,1.09097778067623e-17,5.46512229007549e-18,1.95674668756843e-18,3.20117563123798e-14,3.20177859612903e-14,3.90984181658963e-20,4.14407322448756e-20
0.027,4080,1.32481027465401e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52889508503311e-17,2.14992514403899e-11,1.99992944398864e-12,1.99993036654803e-11,9.4507460985042e-16,4.65351520397542e-15,3.13213505778247e-13,3.13656445037541e-13,7.48559610489782e-16,6.54684896877704e-17,6.96334521385875e-16,2.39508701150817e-18,6.29504602607543e-19,2.17978430421694e-16,7.00272457464793e-17,4.43745327118432e-17,1.59709640196053e-17,3.21818500606892e-14,3.22273516706468e-14,2.27271007291983e-18,2.81481221796486e-18,1.70489928816376e-16,2.14998988823012e-11,1.99999058030602e-12,1.99999059370247e-11,1.34864312907406e-15,5.29416435144858e-15,3.14033824379202e-13,3.14092981063727e-13,1.01117706363876e-16,9.33915525706228e-18,9.40629826640709e-17,3.78247823752282e-19,1.07370237437699e-19,3.40116976871874e-17,1.09098127434697e-17,5.46515948925622e-18,1.95675973186182e-18,3.20118931623326e-14,3.20179231160363e-14,3.90983703763745e-20,4.14408889160568e-20
0.027,4140,1.32640442093047e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52915550028514e-17,2.1499251405384e-11,1.99992944068757e-12,1.9999303632917e-11,9.4507411275981e-16,4.65342318211141e-15,3.13214533250488e-13,3.13657529135032e-13,7.48594617692386e-16,6.54715815564808e-17,6.96367086225519e-16,2.39519471007441e-18,6.29522048295191e-19,2.17992942938698e-16,7.00319207675046e-17,4.4376670873701e-17,1.59717095606696e-17,3.21819621767452e-14,3.2227470550464e-14,2.27283121456525e-18,2.81490027739954e-18,1.70489923538994e-16,2.14998988823097e-11,1.99999058030688e-12,1.99999059370324e-11,1.34864225302017e-15,5.29417865200218e-15,3.14034939900495e-13,3.14094098739068e-13,1.01117697717519e-16,9.33915435004571e-18,9.40629746209478e-17,3.78247535609769e-19,1.07370308007548e-19,3.40117914994944e-17,1.09098429654353e-17,5.465191403869e-18,1.95677092195503e-18,3.2012010244418e-14,3.20180404629989e-14,3.90983302929239e-20,4.14410230713563e-20
0.027,4200,1.32789599773554e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52939411993321e-17,2.14992513733295e-11,1.99992943766449e-12,1.99993036030991e-11,9.45073693416619e-16,4.6533399037751e-15,3.13215408416054e-13,3.13658455172013e-13,7.48626673722066e-16,6.54744122006316e-17,6.9639690578802e-16,2.39529343824388e-18,6.29538191229136e-19,2.18006132854984e-16,7.00361696091234e-17,4.43786174207013e-17,1.5972388638135e-17,3.21820578736575e-14,3.22275723186509e-14,2.27294217156534e-18,2.81498153688014e-18,1.70489921647313e-16,2.14998988823152e-11,1.99999058030737e-12,1.99999059370374e-11,1.3486415036479e-15,5.29419082347691e-15,3.14035894254781e-13,3.14095054963914e-13,1.0111769207393e-16,9.33915373648673e-18,9.40629693710978e-17,3.78247295206408e-19,1.0737036915602e-19,3.4011872694374e-17,1.09098691224313e-17,5.46521879281077e-18,1.95678052432189e-18,3.20121104140773e-14,3.20181408628045e-14,3.90982967490184e-20,4.14411380122734e-20
0.027,4260,1.32929154246178e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52961282988136e-17,2.1499251343968e-11,1.99992943489528e-12,1.99993035757856e-11,9.45073340058381e-16,4.65326450966943e-15,3.13216153615657e-13,3.13659246107648e-13,7.48656036976528e-16,6.54770045419037e-17,6.96424220443341e-16,2.39538396606147e-18,6.29553126900395e-19,2.18018127853586e-16,7.00400334271564e-17,4.43803907607817e-17,1.59730076022611e-17,3.21821395424518e-14,3.22276594410637e-14,2.27304383106028e-18,2.81505653818588e-18,1.7048992248077e-16,2.14998988823191e-11,1.99999058030775e-12,1.99999059370412e-11,1.34864086263819e-15,5.2942011823832e-15,3.14036710726784e-13,3.14095873060056e-13,1.01117688884595e-16,9.3391533633209e-18,9.40629664042742e-17,3.78247095242768e-19,1.07370422269102e-19,3.40119430080782e-17,1.09098917738012e-17,5.46524230545292e-18,1.95678876694698e-18,3.20121961142876e-14,3.20182267629496e-14,3.90982687502903e-20,4.14412365520108e-20
0.027,4320,1.33059718191747e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5298133440475e-17,2.14992513170635e-11,1.99992943235786e-12,1.99993035507559e-11,9.45073042672822e-16,4.65319622635211e-15,3.13216787931359e-13,3.13659921572902e-13,7.48682941862644e-16,6.5479379371761e-17,6.9644924824435e-16,2.39546699417285e-18,6.2956694370555e-19,2.18029042461031e-16,7.00435491355484e-17,4.43820073674165e-17,1.59735721385476e-17,3.21822092270246e-14,3.22277340279988e-14,2.27313699853725e-18,2.81512577500958e-18,1.70489925485494e-16,2.14998988823195e-11,1.99999058030775e-12,1.99999059370413e-11,1.34864031432123e-15,5.29420999822635e-15,3.14037409237164e-13,3.14096572980416e-13,1.01117687687794e-16,9.3391531858583e-18,9.40629652909705e-17,3.7824692950091e-19,1.07370468520007e-19,3.40120039353675e-17,1.09099114010984e-17,5.46526249748405e-18,1.95679584489776e-18,3.20122694351423e-14,3.20183002574651e-14,3.90982454493929e-20,4.14413210879388e-20
0.027,4380,1.33181865746182e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52999722127744e-17,2.14992512924024e-11,1.99992943003217e-12,1.99993035278154e-11,9.45072792739642e-16,4.65313435779405e-15,3.13217327660448e-13,3.13660498352471e-13,7.48707601212848e-16,6.54815555655836e-17,6.96472187174746e-16,2.39554316054569e-18,6.29579723545833e-19,2.18038979492561e-16,7.00467498724092e-17,4.43834820038164e-17,1.59740873447425e-17,3.21822686744559e-14,3.22277978854787e-14,2.27322240595149e-18,2.81518969826768e-18,1.70489930198132e-16,2.14998988823195e-11,1.99999058030775e-12,1.99999059370413e-11,1.34863984529322e-15,5.29421750048182e-15,3.14038006828533e-13,3.14097171795689e-13,1.01117688095557e-16,9.33915316652624e-18,9.40629656702858e-17,3.78246792686264e-19,1.07370508902314e-19,3.40120567632559e-17,1.09099284189555e-17,5.46527984445899e-18,1.95680192508919e-18,3.20123321648235e-14,3.20183631379632e-14,3.9098226124519e-20,4.14413936632935e-20
0.027,4440,1.33296134867871e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53016588043283e-17,2.14992512697935e-11,1.99992942789997e-12,1.99993035067839e-11,9.45072583010254e-16,4.65307827770512e-15,3.13217786720528e-13,3.13660990796976e-13,7.48730208433432e-16,6.54835502731901e-17,6.9649321714737e-16,2.39561304647674e-18,6.29591542356864e-19,2.18048031329826e-16,7.00496654120372e-17,4.4384827918733e-17,1.59745577980627e-17,3.21823193780366e-14,3.222785255914e-14,2.27330071895973e-18,2.81524872065495e-18,1.70489936232079e-16,2.14998988823184e-11,1.99999058030775e-12,1.99999059370408e-11,1.3486394440887e-15,5.29422388453602e-15,3.14038518081264e-13,3.1409768411068e-13,1.01117689782543e-16,9.33915327379568e-18,9.40629672395751e-17,3.78246680292485e-19,1.07370544257935e-19,3.40121026000331e-17,1.09099431844309e-17,5.46529475338571e-18,1.9568071503578e-18,3.20123858332138e-14,3.20184169373126e-14,3.90982101610425e-20,4.14414560197123e-20
0.027,4500,1.33403029566377e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53032061386898e-17,2.1499251249061e-11,1.9999294259447e-12,1.99993034874978e-11,9.45072407319857e-16,4.6530274225726e-15,3.13218176995777e-13,3.13661411175498e-13,7.48750939417386e-16,6.54853790886044e-17,6.96512501783599e-16,2.39567718196866e-18,6.29602470580192e-19,2.18056281051257e-16,7.0052322529425e-17,4.43860570177171e-17,1.5974987613962e-17,3.2182362614064e-14,3.2227899371789e-14,2.27337254337317e-18,2.8153032205701e-18,1.70489943265746e-16,2.14998988823145e-11,1.99999058030747e-12,1.99999059370369e-11,1.34863910090021e-15,5.29422931674618e-15,3.14038955469228e-13,3.14098122420507e-13,1.01117692476539e-16,9.33915348126606e-18,9.40629697456184e-17,3.78246588485991e-19,1.0737057530071e-19,3.4012142400223e-17,1.09099560050487e-17,5.46530757263472e-18,1.95681164294553e-18,3.20124317492062e-14,3.20184629670062e-14,3.9098197035828e-20,4.14415096419606e-20
0.027,4560,1.33503021999727e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53046259949144e-17,2.14992512300448e-11,1.99992942415124e-12,1.99993034698084e-11,9.45072260427175e-16,4.65298128535863e-15,3.13218508632914e-13,3.13661769977088e-13,7.48769954250233e-16,6.54870562015438e-17,6.96530190000195e-16,2.39573605054942e-18,6.29612573585754e-19,2.18063803432751e-16,7.00547453229502e-17,4.43871800131337e-17,1.59753804975928e-17,3.21823994733078e-14,3.22279394555403e-14,2.27343843092245e-18,2.81535354551648e-18,1.70489951032545e-16,2.14998988823106e-11,1.99999058030699e-12,1.9999905937033e-11,1.34863880733847e-15,5.29423393874958e-15,3.14039329664127e-13,3.1409849741535e-13,1.01117695950393e-16,9.33915376688526e-18,9.406297297711e-17,3.78246514007262e-19,1.07370602636322e-19,3.40121769860494e-17,1.09099671457125e-17,5.46531860041442e-18,1.95681550747878e-18,3.20124710326264e-14,3.2018502349132e-14,3.90981863038238e-20,4.14415557960163e-20
0.027,4620,1.33596554447283e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53059291155802e-17,2.1499251212599e-11,1.99992942250587e-12,1.99993034535798e-11,9.45072137877714e-16,4.65293940980403e-15,3.13218790294179e-13,3.13662076168639e-13,7.48787398733631e-16,6.54885945327884e-17,6.96546417426611e-16,2.39579009359819e-18,6.29621912052708e-19,2.18070665834217e-16,7.00569555002523e-17,4.43882065557673e-17,1.59757397889395e-17,3.21824308879191e-14,3.22279737793185e-14,2.27349888441543e-18,2.81540001506333e-18,1.70489959312391e-16,2.14998988823068e-11,1.9999905803065e-12,1.99999059370291e-11,1.34863855622738e-15,5.29423787113361e-15,3.14039649795863e-13,3.14098818241176e-13,1.01117700015116e-16,9.33915411228676e-18,9.40629767582475e-17,3.7824645408654e-19,1.07370626779091e-19,3.40122070658975e-17,1.09099768346523e-17,5.46532809201901e-18,1.95681883351587e-18,3.2012504641543e-14,3.20185360437269e-14,3.90981775866088e-20,4.14415955614976e-20
0.027,4680,1.33684041164912e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53071253036974e-17,2.14992511965909e-11,1.99992942099605e-12,1.99993034386885e-11,9.45072035887209e-16,4.65290138528733e-15,3.13219029373556e-13,3.13662337415422e-13,7.48803405748171e-16,6.54900058553182e-17,6.96561307672694e-16,2.39583971423384e-18,6.29630542314685e-19,2.18076928985584e-16,7.00589726316871e-17,4.43891453504574e-17,1.59760685024695e-17,3.2182457654441e-14,3.22280031723932e-14,2.27355436235847e-18,2.81544292343797e-18,1.70489967924454e-16,2.14998988823029e-11,1.99999058030602e-12,1.99999059370253e-11,1.34863834142848e-15,5.29424121656138e-15,3.14039923675292e-13,3.14099092722805e-13,1.01117704514016e-16,9.33915450222295e-18,9.40629809432695e-17,3.78246406371797e-19,1.07370648166149e-19,3.40122332501911e-17,1.09099852685385e-17,5.46533626602797e-18,1.95682169772558e-18,3.20125333956325e-14,3.20185648721798e-14,3.90981705626055e-20,4.14416298592755e-20
0.027,4740,1.33765870128929e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.53082235097711e-17,2.14992511818991e-11,1.99992941961037e-12,1.99993034250217e-11,9.45071951242149e-16,4.6528668421913e-15,3.13219232181577e-13,3.13662560269706e-13,7.4881809647414e-16,6.54913009028606e-17,6.96574973464293e-16,2.39588528081452e-18,6.29638516674365e-19,2.18082647684212e-16,7.00608143752105e-17,4.43900042578611e-17,1.5976369362023e-17,3.21824804534848e-14,3.22280283445183e-14,2.27360528310245e-18,2.81548254180694e-18,1.70489976721e-16,2.1499898882299e-11,1.99999058030553e-12,1.99999059370214e-11,1.34863815769098e-15,5.29424406243345e-15,3.1404015798479e-13,3.14099327554745e-13,1.01117709317701e-16,9.33915492408339e-18,9.40629854118122e-17,3.78246368867202e-19,1.07370667169401e-19,3.40122560650512e-17,1.0909992616882e-17,5.46534330960812e-18,1.95682416575007e-18,3.2012557996171e-14,3.20185895372552e-14,3.9098164958718e-20,4.14416594749831e-20
